partition,lemma,feature,unimorph_features,form,source_rows
train,pig,past,V;PST,pigged,22889
train,pig,participle,V;V.PTCP;PRS,pigging,22888
train,pig,third_person,V;PRS;3;SG,pigs,22887
train,garnish,past,V;PST,garnished,194475
train,garnish,participle,V;V.PTCP;PRS,garnishing,194474
train,garnish,third_person,V;PRS;3;SG,garnishes,194473
train,squizz,past,V;PST,squizzed,103697
train,squizz,participle,V;V.PTCP;PRS,squizzing,103696
train,squizz,third_person,V;PRS;3;SG,squizzes,103695
train,kick,past,V;PST,kicked,172024
train,kick,participle,V;V.PTCP;PRS,kicking,172023
train,kick,third_person,V;PRS;3;SG,kicks,172022
train,fiat,past,V;PST,fiated,95137
train,fiat,participle,V;V.PTCP;PRS,fiating,95136
train,fiat,third_person,V;PRS;3;SG,fiats,95135
train,crate,past,V;PST,crated,28368
train,crate,participle,V;V.PTCP;PRS,crating,28367
train,crate,third_person,V;PRS;3;SG,crates,28366
train,swear,past,V;PST,swore,147941
train,swear,participle,V;V.PTCP;PRS,swearing,147940
train,swear,third_person,V;PRS;3;SG,swears,147939
train,sofa,past,V;PST,sofaed,185358
train,sofa,participle,V;V.PTCP;PRS,sofaing,185357
train,sofa,third_person,V;PRS;3;SG,sofas,185356
train,sext,past,V;PST,sexted,137355
train,sext,participle,V;V.PTCP;PRS,sexting,137354
train,sext,third_person,V;PRS;3;SG,sexts,137353
train,overbody,past,V;PST,overbodied,154757
train,overbody,participle,V;V.PTCP;PRS,overbodying,154756
train,overbody,third_person,V;PRS;3;SG,overbodies,154755
train,beswink,past,V;PST,beswank,90706
train,beswink,participle,V;V.PTCP;PRS,beswinking,90705
train,beswink,third_person,V;PRS;3;SG,beswinks,90704
train,deadhead,past,V;PST,deadheaded,163463
train,deadhead,participle,V;V.PTCP;PRS,deadheading,163462
train,deadhead,third_person,V;PRS;3;SG,deadheads,163461
train,gander,past,V;PST,gandered,149831
train,gander,participle,V;V.PTCP;PRS,gandering,149830
train,gander,third_person,V;PRS;3;SG,ganders,149829
train,attempre,past,V;PST,attempred,57936
train,attempre,participle,V;V.PTCP;PRS,attempring,57935
train,attempre,third_person,V;PRS;3;SG,attempres,57934
train,beam,past,V;PST,beamed,147727
train,beam,participle,V;V.PTCP;PRS,beaming,147726
train,beam,third_person,V;PRS;3;SG,beams,147725
train,camrip,past,V;PST,camripped,69449
train,camrip,participle,V;V.PTCP;PRS,camripping,69448
train,camrip,third_person,V;PRS;3;SG,camrips,69447
train,devoice,past,V;PST,devoiced,144180
train,devoice,participle,V;V.PTCP;PRS,devoicing,144179
train,devoice,third_person,V;PRS;3;SG,devoices,144178
train,fleck,past,V;PST,flecked,150320
train,fleck,participle,V;V.PTCP;PRS,flecking,150319
train,fleck,third_person,V;PRS;3;SG,flecks,150318
train,lift,past,V;PST,lifted,143710
train,lift,participle,V;V.PTCP;PRS,lifting,143709
train,lift,third_person,V;PRS;3;SG,lifts,143708
train,curlicue,past,V;PST,curlicued,116549
train,curlicue,participle,V;V.PTCP;PRS,curlicuing,116548
train,curlicue,third_person,V;PRS;3;SG,curlicues,116547
train,crit,past,V;PST,critted,28232
train,crit,participle,V;V.PTCP;PRS,critting,28231
train,crit,third_person,V;PRS;3;SG,crits,28230
train,mung,past,V;PST,munged,70875
train,mung,participle,V;V.PTCP;PRS,munging,70874
train,mung,third_person,V;PRS;3;SG,mungs,70873
train,portion,past,V;PST,portioned,13702
train,portion,participle,V;V.PTCP;PRS,portioning,13701
train,portion,third_person,V;PRS;3;SG,portions,13700
train,voxelate,past,V;PST,voxelated,10199
train,voxelate,participle,V;V.PTCP;PRS,voxelating,10198
train,voxelate,third_person,V;PRS;3;SG,voxelates,10197
train,refuse,past,V;PST,refused,177466
train,refuse,participle,V;V.PTCP;PRS,refusing,177465
train,refuse,third_person,V;PRS;3;SG,refuses,177464
train,eke,past,V;PST,eked,114321
train,eke,participle,V;V.PTCP;PRS,eking,114320
train,eke,third_person,V;PRS;3;SG,ekes,114319
train,sciss,past,V;PST,scissed,68746
train,sciss,participle,V;V.PTCP;PRS,scissing,68745
train,sciss,third_person,V;PRS;3;SG,scisses,68744
train,grace,past,V;PST,graced,92928
train,grace,participle,V;V.PTCP;PRS,gracing,92927
train,grace,third_person,V;PRS;3;SG,graces,92926
train,slock,past,V;PST,slocked,198220
train,slock,participle,V;V.PTCP;PRS,slocking,198219
train,slock,third_person,V;PRS;3;SG,slocks,198218
train,inshrine,past,V;PST,inshrined,161492
train,inshrine,participle,V;V.PTCP;PRS,inshrining,161491
train,inshrine,third_person,V;PRS;3;SG,inshrines,161490
train,swarve,past,V;PST,swarved,56573
train,swarve,participle,V;V.PTCP;PRS,swarving,56572
train,swarve,third_person,V;PRS;3;SG,swarves,56571
train,dignify,past,V;PST,dignified,72373
train,dignify,participle,V;V.PTCP;PRS,dignifying,72372
train,dignify,third_person,V;PRS;3;SG,dignifies,72371
train,manscape,past,V;PST,manscaped,96309
train,manscape,participle,V;V.PTCP;PRS,manscaping,96308
train,manscape,third_person,V;PRS;3;SG,manscapes,96307
train,overfix,past,V;PST,overfixed,44190
train,overfix,participle,V;V.PTCP;PRS,overfixing,44189
train,overfix,third_person,V;PRS;3;SG,overfixes,44188
train,sour,past,V;PST,soured,153859
train,sour,participle,V;V.PTCP;PRS,souring,153858
train,sour,third_person,V;PRS;3;SG,sours,153857
train,behate,past,V;PST,behated,167031
train,behate,participle,V;V.PTCP;PRS,behating,167030
train,behate,third_person,V;PRS;3;SG,behates,167029
train,wed,past,V;PST,wedded,129855
train,wed,participle,V;V.PTCP;PRS,wedding,129854
train,wed,third_person,V;PRS;3;SG,weds,129853
train,watusi,past,V;PST,watusied,193037
train,watusi,participle,V;V.PTCP;PRS,watusiing,193036
train,watusi,third_person,V;PRS;3;SG,watusis,193035
train,freckle,past,V;PST,freckled,81737
train,freckle,participle,V;V.PTCP;PRS,freckling,81736
train,freckle,third_person,V;PRS;3;SG,freckles,81735
train,esterize,past,V;PST,esterized,138344
train,esterize,participle,V;V.PTCP;PRS,esterizing,138343
train,esterize,third_person,V;PRS;3;SG,esterizes,138342
train,blore,past,V;PST,blored,194371
train,blore,participle,V;V.PTCP;PRS,bloring,194370
train,blore,third_person,V;PRS;3;SG,blores,194369
train,belay,past,V;PST,belayed,103004
train,belay,participle,V;V.PTCP;PRS,belaying,103003
train,belay,third_person,V;PRS;3;SG,belays,103002
train,outpress,past,V;PST,outpressed,171237
train,outpress,participle,V;V.PTCP;PRS,outpressing,171236
train,outpress,third_person,V;PRS;3;SG,outpresses,171235
train,answer,past,V;PST,answered,123586
train,answer,participle,V;V.PTCP;PRS,answering,123585
train,answer,third_person,V;PRS;3;SG,answers,123584
train,pervert,past,V;PST,perverted,37386
train,pervert,participle,V;V.PTCP;PRS,perverting,37385
train,pervert,third_person,V;PRS;3;SG,perverts,37384
train,nutshot,past,V;PST,nutshot,201660
train,nutshot,participle,V;V.PTCP;PRS,nutshotting,201659
train,nutshot,third_person,V;PRS;3;SG,nutshots,201658
train,enforce,past,V;PST,enforced,17376
train,enforce,participle,V;V.PTCP;PRS,enforcing,17375
train,enforce,third_person,V;PRS;3;SG,enforces,17374
train,upstart,past,V;PST,upstarted,171736
train,upstart,participle,V;V.PTCP;PRS,upstarting,171735
train,upstart,third_person,V;PRS;3;SG,upstarts,171734
train,collar,past,V;PST,collared,169756
train,collar,participle,V;V.PTCP;PRS,collaring,169755
train,collar,third_person,V;PRS;3;SG,collars,169754
train,subclass,past,V;PST,subclassed,203310
train,subclass,participle,V;V.PTCP;PRS,subclassing,203309
train,subclass,third_person,V;PRS;3;SG,subclasses,203308
train,mousle,past,V;PST,mousled,154963
train,mousle,participle,V;V.PTCP;PRS,mousling,154962
train,mousle,third_person,V;PRS;3;SG,mousles,154961
train,fluidify,past,V;PST,fluidified,17237
train,fluidify,participle,V;V.PTCP;PRS,fluidifying,17236
train,fluidify,third_person,V;PRS;3;SG,fluidifies,17235
train,betrench,past,V;PST,betrenched,112142
train,betrench,participle,V;V.PTCP;PRS,betrenching,112141
train,betrench,third_person,V;PRS;3;SG,betrenches,112140
train,wrestle,past,V;PST,wrestled,168192
train,wrestle,participle,V;V.PTCP;PRS,wrestling,168191
train,wrestle,third_person,V;PRS;3;SG,wrestles,168190
train,skivvy,past,V;PST,skivvied,131478
train,skivvy,participle,V;V.PTCP;PRS,skivvying,131477
train,skivvy,third_person,V;PRS;3;SG,skivvies,131476
train,halse,past,V;PST,halsed,135463
train,halse,participle,V;V.PTCP;PRS,halsing,135462
train,halse,third_person,V;PRS;3;SG,halses,135461
train,fondue,past,V;PST,fondued,110557
train,fondue,participle,V;V.PTCP;PRS,fonduing,110556
train,fondue,third_person,V;PRS;3;SG,fondues,110555
train,rabble,past,V;PST,rabbled,91565
train,rabble,participle,V;V.PTCP;PRS,rabbling,91564
train,rabble,third_person,V;PRS;3;SG,rabbles,91563
train,outmate,past,V;PST,outmated,42922
train,outmate,participle,V;V.PTCP;PRS,outmating,42921
train,outmate,third_person,V;PRS;3;SG,outmates,42920
train,uniquify,past,V;PST,uniquified,61569
train,uniquify,participle,V;V.PTCP;PRS,uniquifying,61568
train,uniquify,third_person,V;PRS;3;SG,uniquifies,61567
train,reincise,past,V;PST,reincised,33240
train,reincise,participle,V;V.PTCP;PRS,reincising,33239
train,reincise,third_person,V;PRS;3;SG,reincises,33238
train,prevene,past,V;PST,prevened,121574
train,prevene,participle,V;V.PTCP;PRS,prevening,121573
train,prevene,third_person,V;PRS;3;SG,prevenes,121572
train,dibs,past,V;PST,dibsed,108355
train,dibs,participle,V;V.PTCP;PRS,dibsing,108354
train,dibs,third_person,V;PRS;3;SG,dibses,108353
train,slide,past,V;PST,slid,177265
train,slide,participle,V;V.PTCP;PRS,sliding,177264
train,slide,third_person,V;PRS;3;SG,slides,177263
train,stean,past,V;PST,steaned,75080
train,stean,participle,V;V.PTCP;PRS,steaning,75079
train,stean,third_person,V;PRS;3;SG,steans,75078
train,relace,past,V;PST,relaced,40959
train,relace,participle,V;V.PTCP;PRS,relacing,40958
train,relace,third_person,V;PRS;3;SG,relaces,40957
train,grove,past,V;PST,groved,166643
train,grove,participle,V;V.PTCP;PRS,groving,166642
train,grove,third_person,V;PRS;3;SG,groves,166641
train,geld,past,V;PST,gelded,176157
train,geld,participle,V;V.PTCP;PRS,gelding,176156
train,geld,third_person,V;PRS;3;SG,gelds,176155
train,flyblow,past,V;PST,flyblew,78459
train,flyblow,participle,V;V.PTCP;PRS,flyblowing,78458
train,flyblow,third_person,V;PRS;3;SG,flyblows,78457
train,bedaggle,past,V;PST,bedaggled,69576
train,bedaggle,participle,V;V.PTCP;PRS,bedaggling,69575
train,bedaggle,third_person,V;PRS;3;SG,bedaggles,69574
train,checksum,past,V;PST,checksummed,184521
train,checksum,participle,V;V.PTCP;PRS,checksumming,184520
train,checksum,third_person,V;PRS;3;SG,checksums,184519
train,scarph,past,V;PST,scarphed,201871
train,scarph,participle,V;V.PTCP;PRS,scarphing,201870
train,scarph,third_person,V;PRS;3;SG,scarphs,201869
train,misbede,past,V;PST,misbode,98077
train,misbede,participle,V;V.PTCP;PRS,misbeding,98076
train,misbede,third_person,V;PRS;3;SG,misbedes,98075
train,refly,past,V;PST,reflew,164643
train,refly,participle,V;V.PTCP;PRS,reflying,164642
train,refly,third_person,V;PRS;3;SG,reflies,164641
train,betrim,past,V;PST,betrimmed,100196
train,betrim,participle,V;V.PTCP;PRS,betrimming,100195
train,betrim,third_person,V;PRS;3;SG,betrims,100194
train,loue,past,V;PST,loued,179031
train,loue,participle,V;V.PTCP;PRS,louing,179030
train,loue,third_person,V;PRS;3;SG,loues,179029
train,shortcut,past,V;PST,shortcutted,101174
train,shortcut,participle,V;V.PTCP;PRS,shortcutting,101173
train,shortcut,third_person,V;PRS;3;SG,shortcuts,101172
train,bale,past,V;PST,baled,192137
train,bale,participle,V;V.PTCP;PRS,baling,192136
train,bale,third_person,V;PRS;3;SG,bales,192135
train,reburse,past,V;PST,rebursed,103039
train,reburse,participle,V;V.PTCP;PRS,rebursing,103038
train,reburse,third_person,V;PRS;3;SG,reburses,103037
train,preadmit,past,V;PST,preadmitted,150581
train,preadmit,participle,V;V.PTCP;PRS,preadmitting,150580
train,preadmit,third_person,V;PRS;3;SG,preadmits,150579
train,lord,past,V;PST,lorded,112898
train,lord,participle,V;V.PTCP;PRS,lording,112897
train,lord,third_person,V;PRS;3;SG,lords,112896
train,unsettle,past,V;PST,unsettled,8922
train,unsettle,participle,V;V.PTCP;PRS,unsettling,8921
train,unsettle,third_person,V;PRS;3;SG,unsettles,8920
train,nidify,past,V;PST,nidified,150051
train,nidify,participle,V;V.PTCP;PRS,nidifying,150050
train,nidify,third_person,V;PRS;3;SG,nidifies,150049
train,shoulder,past,V;PST,shouldered,16018
train,shoulder,participle,V;V.PTCP;PRS,shouldering,16017
train,shoulder,third_person,V;PRS;3;SG,shoulders,16016
train,compress,past,V;PST,compressed,203521
train,compress,participle,V;V.PTCP;PRS,compressing,203520
train,compress,third_person,V;PRS;3;SG,compresses,203519
train,nutmeg,past,V;PST,nutmegged,110629
train,nutmeg,participle,V;V.PTCP;PRS,nutmegging,110628
train,nutmeg,third_person,V;PRS;3;SG,nutmegs,110627
train,sade,past,V;PST,saded,128681
train,sade,participle,V;V.PTCP;PRS,sading,128680
train,sade,third_person,V;PRS;3;SG,sades,128679
train,ontake,past,V;PST,ontook,155313
train,ontake,participle,V;V.PTCP;PRS,ontaking,155312
train,ontake,third_person,V;PRS;3;SG,ontakes,155311
train,glout,past,V;PST,glouted,68472
train,glout,participle,V;V.PTCP;PRS,glouting,68471
train,glout,third_person,V;PRS;3;SG,glouts,68470
train,accrease,past,V;PST,accreased,17940
train,accrease,participle,V;V.PTCP;PRS,accreasing,17939
train,accrease,third_person,V;PRS;3;SG,accreases,17938
development,emmove,past,V;PST,emmoved,72868
development,emmove,participle,V;V.PTCP;PRS,emmoving,72867
development,emmove,third_person,V;PRS;3;SG,emmoves,72866
development,offtake,past,V;PST,offtook,87812
development,offtake,participle,V;V.PTCP;PRS,offtaking,87811
development,offtake,third_person,V;PRS;3;SG,offtakes,87810
development,seaze,past,V;PST,seazed,138826
development,seaze,participle,V;V.PTCP;PRS,seazing,138825
development,seaze,third_person,V;PRS;3;SG,seazes,138824
development,brow,past,V;PST,browed,37856
development,brow,participle,V;V.PTCP;PRS,browing,37855
development,brow,third_person,V;PRS;3;SG,brows,37854
development,unsub,past,V;PST,unsubbed,49127
development,unsub,participle,V;V.PTCP;PRS,unsubbing,49126
development,unsub,third_person,V;PRS;3;SG,unsubs,49125
development,forehand,past,V;PST,forehanded,113421
development,forehand,participle,V;V.PTCP;PRS,forehanding,113420
development,forehand,third_person,V;PRS;3;SG,forehands,113419
development,outshame,past,V;PST,outshamed,195057
development,outshame,participle,V;V.PTCP;PRS,outshaming,195056
development,outshame,third_person,V;PRS;3;SG,outshames,195055
development,overman,past,V;PST,overmanned,124593
development,overman,participle,V;V.PTCP;PRS,overmanning,124592
development,overman,third_person,V;PRS;3;SG,overmans,124591
development,gag,past,V;PST,gagged,40997
development,gag,participle,V;V.PTCP;PRS,gagging,40996
development,gag,third_person,V;PRS;3;SG,gags,40995
development,chipper,past,V;PST,chippered,66899
development,chipper,participle,V;V.PTCP;PRS,chippering,66898
development,chipper,third_person,V;PRS;3;SG,chippers,66897
development,spoiler,past,V;PST,spoilered,185895
development,spoiler,participle,V;V.PTCP;PRS,spoilering,185894
development,spoiler,third_person,V;PRS;3;SG,spoilers,185893
development,tonicify,past,V;PST,tonicified,48000
development,tonicify,participle,V;V.PTCP;PRS,tonicifying,47999
development,tonicify,third_person,V;PRS;3;SG,tonicifies,47998
development,kayfabe,past,V;PST,kayfabed,126674
development,kayfabe,participle,V;V.PTCP;PRS,kayfabing,126673
development,kayfabe,third_person,V;PRS;3;SG,kayfabes,126672
development,paralyze,past,V;PST,paralyzed,148201
development,paralyze,participle,V;V.PTCP;PRS,paralyzing,148200
development,paralyze,third_person,V;PRS;3;SG,paralyzes,148199
development,potch,past,V;PST,potched,35213
development,potch,participle,V;V.PTCP;PRS,potching,35212
development,potch,third_person,V;PRS;3;SG,potches,35211
development,begaze,past,V;PST,begazed,57747
development,begaze,participle,V;V.PTCP;PRS,begazing,57746
development,begaze,third_person,V;PRS;3;SG,begazes,57745
development,fuzz,past,V;PST,fuzzed,36128
development,fuzz,participle,V;V.PTCP;PRS,fuzzing,36127
development,fuzz,third_person,V;PRS;3;SG,fuzzes,36126
development,volve,past,V;PST,volved,23593
development,volve,participle,V;V.PTCP;PRS,volving,23592
development,volve,third_person,V;PRS;3;SG,volves,23591
development,destroy,past,V;PST,destroyed,184666
development,destroy,participle,V;V.PTCP;PRS,destroying,184665
development,destroy,third_person,V;PRS;3;SG,destroys,184664
development,hamble,past,V;PST,hambled,50083
development,hamble,participle,V;V.PTCP;PRS,hambling,50082
development,hamble,third_person,V;PRS;3;SG,hambles,50081
development,plump,past,V;PST,plumped,45274
development,plump,participle,V;V.PTCP;PRS,plumping,45273
development,plump,third_person,V;PRS;3;SG,plumps,45272
development,infant,past,V;PST,infanted,167854
development,infant,participle,V;V.PTCP;PRS,infanting,167853
development,infant,third_person,V;PRS;3;SG,infants,167852
development,lens,past,V;PST,lensed,5985
development,lens,participle,V;V.PTCP;PRS,lensing,5984
development,lens,third_person,V;PRS;3;SG,lenses,5983
development,canvas,past,V;PST,canvased,91012
development,canvas,participle,V;V.PTCP;PRS,canvasing,91011
development,canvas,third_person,V;PRS;3;SG,canvases,91010
development,yahoo,past,V;PST,yahooed,214463
development,yahoo,participle,V;V.PTCP;PRS,yahooing,214462
development,yahoo,third_person,V;PRS;3;SG,yahoos,214461
development,blech,past,V;PST,bleched,13535
development,blech,participle,V;V.PTCP;PRS,bleching,13534
development,blech,third_person,V;PRS;3;SG,bleches,13533
development,voyage,past,V;PST,voyaged,33559
development,voyage,participle,V;V.PTCP;PRS,voyaging,33558
development,voyage,third_person,V;PRS;3;SG,voyages,33557
development,outplace,past,V;PST,outplaced,36960
development,outplace,participle,V;V.PTCP;PRS,outplacing,36959
development,outplace,third_person,V;PRS;3;SG,outplaces,36958
development,hidate,past,V;PST,hidated,49194
development,hidate,participle,V;V.PTCP;PRS,hidating,49193
development,hidate,third_person,V;PRS;3;SG,hidates,49192
development,telecine,past,V;PST,telecined,87267
development,telecine,participle,V;V.PTCP;PRS,telecining,87266
development,telecine,third_person,V;PRS;3;SG,telecines,87265
development,picture,past,V;PST,pictured,99847
development,picture,participle,V;V.PTCP;PRS,picturing,99846
development,picture,third_person,V;PRS;3;SG,pictures,99845
development,fiz,past,V;PST,fizzed,16220
development,fiz,participle,V;V.PTCP;PRS,fizzing,16219
development,fiz,third_person,V;PRS;3;SG,fizzes,16218
development,blow,past,V;PST,blew,148892
development,blow,participle,V;V.PTCP;PRS,blowing,148891
development,blow,third_person,V;PRS;3;SG,blows,148890
development,package,past,V;PST,packaged,132145
development,package,participle,V;V.PTCP;PRS,packaging,132144
development,package,third_person,V;PRS;3;SG,packages,132143
development,serue,past,V;PST,serued,144320
development,serue,participle,V;V.PTCP;PRS,seruing,144319
development,serue,third_person,V;PRS;3;SG,serues,144318
development,invert,past,V;PST,inverted,211927
development,invert,participle,V;V.PTCP;PRS,inverting,211926
development,invert,third_person,V;PRS;3;SG,inverts,211925
development,defy,past,V;PST,defied,15986
development,defy,participle,V;V.PTCP;PRS,defying,15985
development,defy,third_person,V;PRS;3;SG,defies,15984
development,pungle,past,V;PST,pungled,77;208
development,pungle,participle,V;V.PTCP;PRS,pungling,76;207
development,pungle,third_person,V;PRS;3;SG,pungles,75;206
development,serge,past,V;PST,serged,197238
development,serge,participle,V;V.PTCP;PRS,serging,197237
development,serge,third_person,V;PRS;3;SG,serges,197236
development,wrassle,past,V;PST,wrassled,25568
development,wrassle,participle,V;V.PTCP;PRS,wrassling,25567
development,wrassle,third_person,V;PRS;3;SG,wrassles,25566
development,theorem,past,V;PST,theoremed,211741
development,theorem,participle,V;V.PTCP;PRS,theoreming,211740
development,theorem,third_person,V;PRS;3;SG,theorems,211739
development,misavise,past,V;PST,misavised,177644
development,misavise,participle,V;V.PTCP;PRS,misavising,177643
development,misavise,third_person,V;PRS;3;SG,misavises,177642
development,beach,past,V;PST,beached,128929
development,beach,participle,V;V.PTCP;PRS,beaching,128928
development,beach,third_person,V;PRS;3;SG,beaches,128927
development,preseed,past,V;PST,preseeded,101315
development,preseed,participle,V;V.PTCP;PRS,preseeding,101314
development,preseed,third_person,V;PRS;3;SG,preseeds,101313
development,zigzag,past,V;PST,zigzagged,69357
development,zigzag,participle,V;V.PTCP;PRS,zigzagging,69356
development,zigzag,third_person,V;PRS;3;SG,zigzags,69355
development,besmooch,past,V;PST,besmooched,67247
development,besmooch,participle,V;V.PTCP;PRS,besmooching,67246
development,besmooch,third_person,V;PRS;3;SG,besmooches,67245
development,kife,past,V;PST,kifed,21770
development,kife,participle,V;V.PTCP;PRS,kifing,21769
development,kife,third_person,V;PRS;3;SG,kifes,21768
development,inbear,past,V;PST,inbore,21448
development,inbear,participle,V;V.PTCP;PRS,inbearing,21447
development,inbear,third_person,V;PRS;3;SG,inbears,21446
development,increase,past,V;PST,increased,36338
development,increase,participle,V;V.PTCP;PRS,increasing,36337
development,increase,third_person,V;PRS;3;SG,increases,36336
development,snell,past,V;PST,snelled,121508
development,snell,participle,V;V.PTCP;PRS,snelling,121507
development,snell,third_person,V;PRS;3;SG,snells,121506
development,unflex,past,V;PST,unflexed,79891
development,unflex,participle,V;V.PTCP;PRS,unflexing,79890
development,unflex,third_person,V;PRS;3;SG,unflexes,79889
development,unsnap,past,V;PST,unsnapped,189976
development,unsnap,participle,V;V.PTCP;PRS,unsnapping,189975
development,unsnap,third_person,V;PRS;3;SG,unsnaps,189974
development,foreshew,past,V;PST,foreshewed,126850
development,foreshew,participle,V;V.PTCP;PRS,foreshewing,126849
development,foreshew,third_person,V;PRS;3;SG,foreshews,126848
development,packet,past,V;PST,packeted,148771
development,packet,participle,V;V.PTCP;PRS,packeting,148770
development,packet,third_person,V;PRS;3;SG,packets,148769
development,vye,past,V;PST,vyed,70904
development,vye,participle,V;V.PTCP;PRS,vying,70903
development,vye,third_person,V;PRS;3;SG,vyes,70902
development,conglobe,past,V;PST,conglobed,123334
development,conglobe,participle,V;V.PTCP;PRS,conglobing,123333
development,conglobe,third_person,V;PRS;3;SG,conglobes,123332
development,comrade,past,V;PST,comraded,51830
development,comrade,participle,V;V.PTCP;PRS,comrading,51829
development,comrade,third_person,V;PRS;3;SG,comrades,51828
development,eighth,past,V;PST,eighthed,193358
development,eighth,participle,V;V.PTCP;PRS,eighthing,193357
development,eighth,third_person,V;PRS;3;SG,eighths,193356
development,subway,past,V;PST,subwayed,112709
development,subway,participle,V;V.PTCP;PRS,subwaying,112708
development,subway,third_person,V;PRS;3;SG,subways,112707
development,destink,past,V;PST,destinked,183023
development,destink,participle,V;V.PTCP;PRS,destinking,183022
development,destink,third_person,V;PRS;3;SG,destinks,183021
development,unlid,past,V;PST,unlidded,182830
development,unlid,participle,V;V.PTCP;PRS,unlidding,182829
development,unlid,third_person,V;PRS;3;SG,unlids,182828
development,dwindle,past,V;PST,dwindled,36440
development,dwindle,participle,V;V.PTCP;PRS,dwindling,36439
development,dwindle,third_person,V;PRS;3;SG,dwindles,36438
development,shoogle,past,V;PST,shoogled,66247
development,shoogle,participle,V;V.PTCP;PRS,shoogling,66246
development,shoogle,third_person,V;PRS;3;SG,shoogles,66245
development,pimple,past,V;PST,pimpled,22033
development,pimple,participle,V;V.PTCP;PRS,pimpling,22032
development,pimple,third_person,V;PRS;3;SG,pimples,22031
development,ouse,past,V;PST,oused,113521
development,ouse,participle,V;V.PTCP;PRS,ousing,113520
development,ouse,third_person,V;PRS;3;SG,ouses,113519
development,sley,past,V;PST,sleyed,50255
development,sley,participle,V;V.PTCP;PRS,sleying,50254
development,sley,third_person,V;PRS;3;SG,sleys,50253
development,stoccade,past,V;PST,stoccaded,30981
development,stoccade,participle,V;V.PTCP;PRS,stoccading,30980
development,stoccade,third_person,V;PRS;3;SG,stoccades,30979
development,unlove,past,V;PST,unloved,186211
development,unlove,participle,V;V.PTCP;PRS,unloving,186210
development,unlove,third_person,V;PRS;3;SG,unloves,186209
development,beguide,past,V;PST,beguided,58679
development,beguide,participle,V;V.PTCP;PRS,beguiding,58678
development,beguide,third_person,V;PRS;3;SG,beguides,58677
development,illustre,past,V;PST,illustred,156789
development,illustre,participle,V;V.PTCP;PRS,illustring,156788
development,illustre,third_person,V;PRS;3;SG,illustres,156787
development,stink,past,V;PST,stank,166513
development,stink,participle,V;V.PTCP;PRS,stinking,166512
development,stink,third_person,V;PRS;3;SG,stinks,166511
development,junk,past,V;PST,junked,100965
development,junk,participle,V;V.PTCP;PRS,junking,100964
development,junk,third_person,V;PRS;3;SG,junks,100963
development,swive,past,V;PST,swived,87167
development,swive,participle,V;V.PTCP;PRS,swiving,87166
development,swive,third_person,V;PRS;3;SG,swives,87165
train,work,past,V;PST,worked,17587
train,work,participle,V;V.PTCP;PRS,working,17586
train,work,third_person,V;PRS;3;SG,works,17585
development,salify,past,V;PST,salified,87932
development,salify,participle,V;V.PTCP;PRS,salifying,87931
development,salify,third_person,V;PRS;3;SG,salifies,87930
development,stoush,past,V;PST,stoushed,70834
development,stoush,participle,V;V.PTCP;PRS,stoushing,70833
development,stoush,third_person,V;PRS;3;SG,stoushes,70832
development,tose,past,V;PST,tosed,53243
development,tose,participle,V;V.PTCP;PRS,tosing,53242
development,tose,third_person,V;PRS;3;SG,toses,53241
development,headbutt,past,V;PST,headbutted,43041
development,headbutt,participle,V;V.PTCP;PRS,headbutting,43040
development,headbutt,third_person,V;PRS;3;SG,headbutts,43039
development,tuck,past,V;PST,tucked,206429
development,tuck,participle,V;V.PTCP;PRS,tucking,206428
development,tuck,third_person,V;PRS;3;SG,tucks,206427
development,uncross,past,V;PST,uncrossed,213222
development,uncross,participle,V;V.PTCP;PRS,uncrossing,213221
development,uncross,third_person,V;PRS;3;SG,uncrosses,213220
development,grunt,past,V;PST,grunted,198880
development,grunt,participle,V;V.PTCP;PRS,grunting,198879
development,grunt,third_person,V;PRS;3;SG,grunts,198878
development,penance,past,V;PST,penanced,71535
development,penance,participle,V;V.PTCP;PRS,penancing,71534
development,penance,third_person,V;PRS;3;SG,penances,71533
development,whammel,past,V;PST,whammelled,117041
development,whammel,participle,V;V.PTCP;PRS,whammelling,117040
development,whammel,third_person,V;PRS;3;SG,whammels,117039
development,rehome,past,V;PST,rehomed,132414
development,rehome,participle,V;V.PTCP;PRS,rehoming,132413
development,rehome,third_person,V;PRS;3;SG,rehomes,132412
development,opsonise,past,V;PST,opsonised,145853
development,opsonise,participle,V;V.PTCP;PRS,opsonising,145852
development,opsonise,third_person,V;PRS;3;SG,opsonises,145851
development,demagog,past,V;PST,demagoged,101811
development,demagog,participle,V;V.PTCP;PRS,demagoging,101810
development,demagog,third_person,V;PRS;3;SG,demagogs,101809
development,atsit,past,V;PST,atsat,117037
development,atsit,participle,V;V.PTCP;PRS,atsitting,117036
development,atsit,third_person,V;PRS;3;SG,atsits,117035
development,ineye,past,V;PST,ineyed,163832
development,ineye,participle,V;V.PTCP;PRS,ineyeing,163831
development,ineye,third_person,V;PRS;3;SG,ineyes,163830
development,jangle,past,V;PST,jangled,41190
development,jangle,participle,V;V.PTCP;PRS,jangling,41189
development,jangle,third_person,V;PRS;3;SG,jangles,41188
development,plounce,past,V;PST,plounced,54629
development,plounce,participle,V;V.PTCP;PRS,plouncing,54628
development,plounce,third_person,V;PRS;3;SG,plounces,54627
development,ensphere,past,V;PST,ensphered,5327
